convective_day,max_risk,primary_class,ofb_mcs_boundary_regime,dominant_hazards,storm_modes,boundary_drivers,forecast_challenges,ofb_mcs_boundary_reason,day_narrative
2022-06-05,ENH,forward_propagating_mcs_wind,likely,very large hail|intense damaging winds|a few tornadoes,supercells|clusters|nocturnal MCS,central Plains boundaries|outflow from developing storms|low-level jet,mcs_timing|mode_transition|nocturnal_evolution|boundary_interaction,Outflow or MCS evolution materially influenced the risk corridor while sharing control with the listed larger-scale boundaries.,"Nebraska, Kansas, and Oklahoma had late-night significant severe potential as storms grew upscale. Dominant hazards were very large hail; intense damaging winds; a few tornadoes."
2022-06-07,ENH,forward_propagating_mcs_wind,core,destructive wind gusts|very large hail|isolated tornado,supercells|organized clusters|MCS,central Plains baroclinic zone|outflow/cold pool|High Plains terrain,mcs_timing|mode_transition|cold_pool_evolution|boundary_interaction,"An ongoing/remnant MCS, cold pool, MCV, or outflow/effective boundary was central to risk placement, timing, or mode.",Central Great Plains storms intensified from supercells into organized clusters capable of destructive wind. Dominant hazards were destructive wind gusts; very large hail; isolated tornado.
2022-06-09,ENH,forward_propagating_mcs_wind,core,intense damaging gusts|large hail|isolated tornado,supercells|clusters|MCS,central/southern Plains boundary|outflow-reinforced instability gradient|low-level jet,mcs_timing|mode_transition|nocturnal_evolution|boundary_interaction,"An ongoing/remnant MCS, cold pool, MCV, or outflow/effective boundary was central to risk placement, timing, or mode.",The central and southern Plains had an evening and late-night hail/wind event with storms organizing into clusters. Dominant hazards were intense damaging gusts; large hail; isolated tornado.
2022-06-10,ENH,mcv_mcs_outflow_reintensification,core,damaging wind gusts|brief tornado possible,fast-moving MCS line|clusters|weakening downstream line,morning MCS/outflow|lower Mississippi Valley instability gradient,prior_convection|mcs_timing|instability_recovery|cold_pool_evolution,"An ongoing/remnant MCS, cold pool, MCV, or outflow/effective boundary was central to risk placement, timing, or mode.",A fast-moving morning MCS crossed the lower Mississippi Valley into the central Gulf Coast region. Dominant hazards were damaging wind gusts; brief tornado possible.
2022-06-11,ENH,forward_propagating_mcs_wind,likely,significant damaging winds|hail|isolated tornado,supercells|clusters|southward-moving MCS,northern High Plains boundary|outflow/cold pool|lower Missouri Valley instability gradient,mcs_timing|mode_transition|boundary_interaction|training_convection,Outflow or MCS evolution materially influenced the risk corridor while sharing control with the listed larger-scale boundaries.,Northern High Plains and lower Missouri Valley storms developed into clusters with a significant damaging-wind signal. Dominant hazards were significant damaging winds; hail; isolated tornado.
2022-06-13,MDT,derecho_or_serial_mcs_wind,core,widespread damaging winds|large hail|a few tornadoes,organized MCS|bowing line|northern Plains supercells,Midwest/Ohio Valley instability gradient|outflow/cold pool|northern Plains front,mcs_timing|cold_pool_evolution|mode_transition|boundary_interaction,"An ongoing/remnant MCS, cold pool, MCV, or outflow/effective boundary was central to risk placement, timing, or mode.",The day combined northern Plains severe storms with a major Midwest to Ohio Valley wind-producing convective system. Dominant hazards were widespread damaging winds; large hail; a few tornadoes.
2022-06-17,ENH,derecho_or_serial_mcs_wind,core,scattered damaging wind swaths|isolated significant wind gusts|isolated hail,clusters|bowing line segments|MCS,Appalachian cold front|MCS outflow/cold pool|lee trough,mcs_timing|cold_pool_evolution|mode_transition|instability_recovery,"An ongoing/remnant MCS, cold pool, MCV, or outflow/effective boundary was central to risk placement, timing, or mode.",The Appalachians to Mid-Atlantic/Southeast corridor was primarily a damaging-wind event from organized clusters and bowing segments. Dominant hazards were scattered damaging wind swaths; isolated significant wind gusts; isolated hail.
2022-06-20,ENH,forward_propagating_mcs_wind,core,destructive wind gusts|large hail|a tornado,supercells|organized clusters|MCS/bowing line,northern Plains front|outflow/cold pool|Red River Valley instability axis,mcs_timing|cold_pool_evolution|mode_transition|boundary_interaction,"An ongoing/remnant MCS, cold pool, MCV, or outflow/effective boundary was central to risk placement, timing, or mode.",Northern Plains storms evolved into organized convection moving toward the Upper Mississippi Valley. Dominant hazards were destructive wind gusts; large hail; a tornado.
2022-06-24,ENH,mixed_discrete_to_qlcs_outbreak,core,widespread damaging wind gusts|very large hail|a couple tornadoes,initial supercells|transitioning line/MCS|bowing segments,eastern Dakotas warm/frontal boundary|outflow/cold pool|low-level jet,mode_transition|mcs_timing|boundary_interaction|cold_pool_evolution,"An ongoing/remnant MCS, cold pool, MCV, or outflow/effective boundary was central to risk placement, timing, or mode.",Eastern Dakotas into northwest Minnesota saw supercells capable of all hazards evolve into a more linear wind-producing system. Dominant hazards were widespread damaging wind gusts; very large hail; a couple tornadoes.
2022-07-03,ENH,high_plains_upslope_supercells,likely,significant severe wind/hail|very large hail|a few tornadoes,supercells|clusters|MCS,Montana terrain/upslope circulations|warm front/instability axis|outflow from organizing clusters,mcs_timing|mode_transition|boundary_interaction|terrain_circulation,Outflow or MCS evolution materially influenced the risk corridor while sharing control with the listed larger-scale boundaries.,Montana into southwest North Dakota had a concentrated High Plains severe corridor with supercells and later clustering. Dominant hazards were significant severe wind/hail; very large hail; a few tornadoes.
2022-07-05,MDT,derecho_or_serial_mcs_wind,core,widespread damaging winds|large hail|isolated tornadoes,intense cluster|severe squall line|bowing MCS,warm front/instability corridor|MCS cold pool|middle Mississippi Valley boundary,mcs_timing|cold_pool_evolution|mode_transition|boundary_interaction,"An ongoing/remnant MCS, cold pool, MCV, or outflow/effective boundary was central to risk placement, timing, or mode.",An intense MCS/squall line crossed the middle Mississippi Valley into the overnight. Dominant hazards were widespread damaging winds; large hail; isolated tornadoes.
2022-07-09,ENH,forward_propagating_mcs_wind,core,destructive winds|large hail|isolated severe wind in the Southeast,supercells|organized clusters|MCS,Montana cold front/lee trough|outflow/cold pool|separate Gulf Coast MCS outflow,mcs_timing|cold_pool_evolution|mode_transition|boundary_interaction,"An ongoing/remnant MCS, cold pool, MCV, or outflow/effective boundary was central to risk placement, timing, or mode.","The main severe corridor was central/eastern Montana into western North Dakota, with a separate weaker wind area in Alabama and Mississippi. Dominant hazards were destructive winds; large hail; isolated severe wind in the Southeast."
2022-07-18,ENH,multi_region_multi_mode,likely,destructive severe gusts|hail|a couple tornadoes,supercells|clusters/MCS|line segments,northern Plains front|warm front/instability axis|Mid-Atlantic prefrontal trough,mcs_timing|mode_transition|boundary_interaction|multi_region_uncertainty,Outflow or MCS evolution materially influenced the risk corridor while sharing control with the listed larger-scale boundaries.,"The strongest ENH signal was from northeastern Montana to northern North Dakota, with a separate Mid-Atlantic wind and tornado corridor. Dominant hazards were destructive severe gusts; hail; a couple tornadoes."
2022-07-23,ENH,forward_propagating_mcs_wind,core,damaging gusts over 75 mph|large hail|a couple tornadoes,ongoing MCS|supercells along outflow|bowing clusters,MCS/outflow boundary from Iowa into Illinois|cold front|warm-sector instability gradient,prior_convection|ofb_placement|mcs_timing|boundary_interaction|mode_transition,"An ongoing/remnant MCS, cold pool, MCV, or outflow/effective boundary was central to risk placement, timing, or mode.",An Upper Midwest to central Appalachians severe day was driven by MCSs and outflow-boundary redevelopment. Dominant hazards were damaging gusts over 75 mph; large hail; a couple tornadoes.
2022-08-29,ENH,derecho_or_serial_mcs_wind,likely,scattered to numerous severe winds|isolated hail,upscale-growing storms|squall line|bowing segments,cold front|Iowa/Illinois upscale-growth corridor|squall-line outflow,mcs_timing|cold_pool_evolution|mode_transition|boundary_interaction,Outflow or MCS evolution materially influenced the risk corridor while sharing control with the listed larger-scale boundaries.,Storms over Iowa organized into a damaging-wind system that moved from the mid Mississippi Valley into Lower Michigan. Dominant hazards were scattered to numerous severe winds; isolated hail.
2023-02-26,MDT,derecho_or_serial_mcs_wind,core,widespread damaging winds|embedded tornadoes|large hail,fast-moving line|embedded supercells|bowing segments,Pacific cold front|deepening surface low|intense midlevel jet,mcs_timing|mode_transition|nocturnal_evolution|tornado_with_qlcs,The forecast and MDs centered on a rapidly organizing serial derecho/QLCS with embedded circulations and intense swaths of wind.,"A high-shear southern Plains system produced a likely serial derecho from the Texas Panhandle and western Oklahoma into central/eastern Oklahoma and surrounding areas. The setup combined an intense ejecting trough and Pacific front with a fast convective band, producing 80-110 mph wind potential. Embedded tornadoes, including a strong-tornado risk in southwest Oklahoma, accompanied the wind-driven event."
